Movie,Userscore,Reviewer
divergent,10,lukechristiansc
captain-america-the-winter-soldier,10,MrMovieBuff
her,9,Jacob
as-above-so-below,10,lukechristiansc
her,10,Iky009
captain-america-the-winter-soldier,9,TheQuietGamer
22-jump-street,10,lukechristiansc
her,10,lukechristiansc
the-hunger-games-catching-fire,9,MonkiReviews
a-walk-among-the-tombstones,9,TheQuietGamer
the-amazing-spider-man-2,10,Annoymous1
the-overnighters,9,EpicLadySponge
the-amazing-spider-man-2,9,TheQuietGamer
gravity,10,mapizarro
her,9,EpicLadySponge
hector-and-the-search-for-happiness,10,lukechristiansc
the-dark-knight-rises,9,Daniel17
alexander-and-the-terrible-horrible-no-good-very-bad-day,10,lukechristiansc
the-dark-knight-rises,9,homer4president
nightcrawler,9,TVJerry
captain-america-the-winter-soldier,9,Forrestgump1
john-wick,9,TheQuietGamer
st-vincent,10,lukechristiansc
the-amazing-spider-man-2,9,BasilZero
life-itself,10,lukechristiansc
life-itself,9,EpicLadySponge
john-wick,10,lukechristiansc
gravity,10,TVJerry
gravity,9,Bikerjames
nightcrawler,9,Shiira
nightcrawler,9,TheQuietGamer
boyhood,10,TVJerry
wild,10,lukechristiansc
the-imitation-game,10,InspectorJ
the-imitation-game,9,TVJerry
interstellar,10,Iky009
guardians-of-the-galaxy,10,kristen58
captain-america-the-winter-soldier,10,IMAX500
the-loft,9,lukechristiansc
gett-the-trial-of-viviane-amsalem,9,EpicLadySponge
interstellar,10,Parade
guardians-of-the-galaxy,10,SEROJ
timbuktu,9,EpicLadySponge
wild-tales,9,TVJerry
american-sniper,9,lukechristiansc
american-sniper,9,TVJerry
run-all-night,9,TheQuietGamer
guardians-of-the-galaxy,10,lukechristiansc
guardians-of-the-galaxy,10,IMAX500
interstellar,9,lasttimeisaw
boyhood,9,lukechristiansc
man-on-fire,10,lukechristiansc
fifty-shades-of-grey,9,TVJerry
captain-america-the-winter-soldier,9,MonkiReviews
love-mercy,9,TVJerry
spy,10,lukechristiansc
gravity,9,nutterjr
guardians-of-the-galaxy,10,BasilZero
gravity,9,TheQuietGamer
chappie,9,TheQuietGamer
what-we-did-on-our-holiday,9,lukechristiansc
interstellar,10,lukechristiansc
when-marnie-was-there,10,Futuredirector
dope,9,TheQuietGamer
gravity,9,InspectorJ
kingsman-the-secret-service,10,TheQuietGamer
american-sniper,9,TheQuietGamer
paper-towns,9,lukechristiansc
rio,10,lukechristiansc
kingsman-the-secret-service,9,lasttimeisaw
rio,9,InspectorJ
spy,9,DavidTejada
trainwreck,10,TVJerry
amy-2015,9,TVJerry
star-wars-episode-vii---the-force-awakens,9,Iky009
star-wars-episode-vii---the-force-awakens,9,homer4president
amy-2015,9,EpicLadySponge
the-look-of-silence,9,EpicLadySponge
gravity,9,EpicLadySponge
gravity,10,Futuredirector
guardians-of-the-galaxy,10,Futuredirector
steve-jobs,10,lukechristiansc
hotel-transylvania-2,9,MonkiReviews
maze-runner-the-scorch-trials,9,TheQuietGamer
hotel-transylvania-2,9,TheQuietGamer
guardians-of-the-galaxy,9,MonkiReviews
zootopia,9,Jacob
room-2015,10,TVJerry
miss-you-already,9,lukechristiansc
zootopia,9,homer4president
ant-man,9,TheQuietGamer
crimson-peak,9,TheQuietGamer
steve-jobs,10,MrMovieBuff
jafar-panahis-taxi,9,EpicLadySponge
crimson-peak,9,lukechristiansc
zootopia,9,CineAutoctono
the-danish-girl,10,lukechristiansc
the-martian,9,TheQuietGamer
interstellar,9,TheQuietGamer
jurassic-world,9,TheQuietGamer
zootopia,9,MrMovieBuff
mission-impossible---rogue-nation,9,MonkiReviews
the-revenant-2015,9,Iky009
mustang,9,nutterjr
zootopia,10,Daniel17
zootopia,10,Futuredirector
zootopia,9,MonkiReviews
creed,9,EpicLadySponge
the-martian,9,SEROJ
star-wars-episode-vii---the-force-awakens,9,SimpsonFans
interstellar,9,BasilZero
the-revenant-2015,10,SEROJ
popstar-never-stop-never-stopping,9,TheQuietGamer
the-purge-election-year,10,SimpsonFans
the-purge-election-year,9,TheQuietGamer
the-jungle-book-2016,9,TheQuietGamer
the-jungle-book-2016,9,BasilZero
the-bfg,10,EpicLadySponge
the-revenant-2015,10,TVJerry
petes-dragon,9,MonkiReviews
la-la-land,9,CineAutoctono
guardians-of-the-galaxy-vol-2,9,MonkiReviews
la-la-land,9,EpicLadySponge
la-la-land,10,Futuredirector
finding-dory,10,EpicLadySponge
la-la-land,10,Jacob
jurassic-world,9,MonkiReviews
interstellar,9,MonkiReviews
lion,9,kristen58
manchester-by-the-sea,10,nutterjr
finding-dory,10,TheQuietGamer
beauty-and-the-beast-2017,9,diegonelli
lion,9,Futuredirector
manchester-by-the-sea,9,TVJerry
raw,9,TheQuietGamer
hidden-figures,9,Futuredirector
hidden-figures,9,MonkiReviews
x-men-apocalypse,10,SimpsonFans
deadpool,10,TVJerry
deadpool,9,TheQuietGamer
star-wars-episode-vii---the-force-awakens,9,Jacob
star-wars-episode-vii---the-force-awakens,9,TheQuietGamer
star-wars-episode-vii---the-force-awakens,10,MonkiReviews
